 Cycle Period  Scenario   Power Gen   #Turbines
   197      5        10        0.00           0
   197      5        11        0.00           0
   197      5        12        0.00           0
   197      5        13        0.00           0
   197      5        14        0.00           0
   197      5        15        0.00           0
   197      6         1        0.00           0
   197      6         2        0.00           0
   197      6         3        0.00           0
   197      6         4        0.00           0
   197      6         5        0.00           0
   197      6         6        0.00           0
   197      6         7        0.00           0
   197      6         8        0.00           0
   197      6         9        0.00           0
   197      6        10        0.00           0
   197      6        11        0.00           0
   197      6        12        0.00           0
   197      6        13        0.00           0
   197      6        14        0.00           0
   197      6        15        0.00           0
   197      7         1        0.00           0
   197      7         2        0.00           0
   197      7         3        0.00           0
   197      7         4        0.00           0
   197      7         5        0.00           0
   197      7         6        0.00           0
   197      7         7        0.00           0
   197      7         8        0.00           0
   197      7         9        0.00           0
   197      7        10        0.00           0
   197      7        11        0.00           0
   197      7        12        0.00           0
   197      7        13        0.00           0
   197      7        14        0.00           0
   197      7        15        0.00           0
   197      8         1        0.00           0
   197      8         2        0.00           0
   197      8         3        0.00           0
   197      8         4       66.41           2
   197      8         5        0.00           0
   197      8         6        0.00           0
   197      8         7        0.00           0
   197      8         8        0.00           0
   197      8         9       12.72           1
   197      8        10        0.00           0
   197      8        11        0.00           0
   197      8        12        0.00           0
   197      8        13        0.00           0
   197      8        14        0.00           0
   197      8        15        0.00           0
   197      9         1       82.25           2
   197      9         2       41.13           1
   197      9         3       40.89           2
   197      9         4       38.88           2
   197      9         5       56.47           2
   197      9         6        0.00           0
   197      9         7       82.25           2
   197      9         8       56.47           2
   197      9         9       74.26           2
   197      9        10       56.47           2
   197      9        11        0.00           0
   197      9        12        0.00           0
   197      9        13        0.00           0
   197      9        14       82.25           2
   197      9        15        0.00           0
   197     10         1       39.96           2
   197     10         2       85.21           2
   197     10         3       84.26           2
   197     10         4       63.41           2
   197     10         5       80.99           2
   197     10         6       94.86           2
   197     10         7       75.57           2
   197     10         8       68.97           2
   197     10         9       72.36           2
   197     10        10       68.97           2
   197     10        11       94.86           2
   197     10        12       94.86           2
   197     10        13       94.86           2
   197     10        14       75.57           2
   197     10        15       94.86           2
   197     11         1       75.30           2
   197     11         2       76.26           2
   197     11         3       75.30           2
   197     11         4       53.11           2
   197     11         5       72.03           2
   197     11         6       85.91           2
   197     11         7       66.61           2
   197     11         8       75.30           2
   197     11         9       63.41           2
   197     11        10       75.30           2
   197     11        11       85.91           2
   197     11        12       68.58           2
   197     11        13       68.58           2
   197     11        14       66.61           2
   197     11        15       85.91           2
   197     12         1       63.41           2
   197     12         2       64.36           2
   197     12         3       63.41           2
   197     12         4       41.62           2
   197     12         5       59.64           2
   197     12         6       74.01           2
   197     12         7       53.41           2
   197     12         8       63.41           2
   197     12         9       49.73           2
   197     12        10       63.41           2
   197     12        11       74.01           2
   197     12        12       78.73           2
   197     12        13       78.73           2
   197     12        14       53.41           2
   197     12        15       74.01           2
   197     13         1       45.79           2
   197     13         2       46.89           2
   197     13         3       45.79           2
   197     13         4       20.49           2
   197     13         5       42.83           2
   197     13         6       57.97           2
   197     13         7       37.91           2
   197     13         8       45.79           2
   197     13         9       35.02           2
   197     13        10       45.79           2
   197     13        11       57.97           2
   197     13        12       63.41           2
   197     13        13       63.41           2
   197     13        14       37.91           2
   197     13        15       57.97           2
   200      1         1        0.00           0
   200      1         2        0.00           0
   200      1         3        0.00           0
   200      1         4        0.00           0
   200      1         5        0.00           0
   200      1         6        0.00           0
   200      1         7        0.00           0
   200      1         8        0.00           0
   200      1         9        0.00           0
   200      1        10        0.00           0
   200      1        11        0.00           0
   200      1        12        0.00           0
   200      1        13        0.00           0
   200      1        14        0.00           0
   200      1        15        0.00           0
   200      2         1        0.00           0
   200      2         2        0.00           0
   200      2         3        0.00           0
   200      2         4        0.00           0
   200      2         5        0.00           0
   200      2         6        0.00           0
   200      2         7        0.00           0
   200      2         8        0.00           0
   200      2         9        0.00           0
   200      2        10        0.00           0
   200      2        11        0.00           0
   200      2        12        0.00           0
   200      2        13        0.00           0
   200      2        14        0.00           0
   200      2        15        0.00           0
   200      3         1        0.00           0
   200      3         2        0.00           0
   200      3         3        0.00           0
   200      3         4        0.00           0
   200      3         5        0.00           0
   200      3         6        0.00           0
   200      3         7        0.00           0
   200      3         8        0.00           0
   200      3         9        0.00           0
   200      3        10        0.00           0
   200      3        11        0.00           0
   200      3        12        0.00           0
   200      3        13        0.00           0
   200      3        14        0.00           0
   200      3        15        0.00           0
   200      4         1        0.00           0
   200      4         2        0.00           0
   200      4         3        0.00           0
   200      4         4        0.00           0
   200      4         5        0.00           0
   200      4         6        0.00           0
   200      4         7        0.00           0
   200      4         8        0.00           0
   200      4         9        0.00           0
   200      4        10        0.00           0
   200      4        11        0.00           0
   200      4        12        0.00           0
   200      4        13        0.00           0
   200      4        14        0.00           0
   200      4        15        0.00           0
   200      5         1        0.00           0
   200      5         2        0.00           0
   200      5         3        0.00           0
   200      5         4        0.00           0
   200      5         5        0.00           0
   200      5         6        0.00           0
   200      5         7        0.00           0
   200      5         8        0.00           0
   200      5         9        0.00           0
   200      5        10        0.00           0
   200      5        11        0.00           0
   200      5        12        0.00           0
   200      5        13        0.00           0
   200      5        14       11.48           2
   200      5        15        0.00           0
   200      6         1        0.00           0
   200      6         2        0.00           0
   200      6         3        0.00           0
   200      6         4        0.00           0
   200      6         5        0.00           0
   200      6         6        0.00           0
   200      6         7        0.00           0
   200      6         8        0.00           0
   200      6         9        0.00           0
   200      6        10        0.00           0
   200      6        11        0.00           0
   200      6        12        0.00           0
   200      6        13        0.00           0
   200      6        14        0.00           0
   200      6        15        0.00           0
   200      7         1        0.00           0
   200      7         2        0.00           0
   200      7         3        0.00           0
   200      7         4        0.00           0
   200      7         5        0.00           0
   200      7         6        0.00           0
   200      7         7        0.00           0
   200      7         8        0.00           0
   200      7         9        0.00           0
   200      7        10        0.00           0
   200      7        11        0.00           0
   200      7        12        0.00           0
   200      7        13        0.00           0
   200      7        14       10.16           1
   200      7        15        0.00           0
   200      8         1        0.00           0
   200      8         2        0.00           0
   200      8         3        0.00           0
   200      8         4       37.37           2
   200      8         5        0.00           0
   200      8         6       40.05           1
   200      8         7       60.08           2
   200      8         8        0.00           0
   200      8         9        0.00           0
   200      8        10        0.00           0
   200      8        11        0.00           0
   200      8        12        0.00           0
   200      8        13       37.37           2
   200      8        14       54.48           2
   200      8        15        0.00           0
   200      9         1       96.53           2
   200      9         2       96.53           2
   200      9         3       96.53           2
   200      9         4       86.46           2
   200      9         5       96.53           2
   200      9         6       86.88           2
   200      9         7       63.58           2
   200      9         8       96.53           2
   200      9         9       96.53           2
   200      9        10       96.53           2
   200      9        11       96.53           2
   200      9        12       96.53           2
   200      9        13       86.46           2
   200      9        14       68.08           2
   200      9        15       96.53           2
   200     10         1       91.86           2
   200     10         2       91.86           2
   200     10         3       91.86           2
   200     10         4       81.79           2
   200     10         5       91.86           2
   200     10         6       82.21           2
   200     10         7       81.79           2
   200     10         8       91.86           2
   200     10         9       91.86           2
   200     10        10       91.86           2
   200     10        11       91.86           2
   200     10        12       91.86           2
   200     10        13       81.79           2
   200     10        14       23.66           2
   200     10        15       91.86           2
   200     11         1       84.44           2
   200     11         2       84.44           2
   200     11         3       84.44           2
   200     11         4       74.36           2
   200     11         5       84.44           2
   200     11         6       74.79           2
   200     11         7       74.36           2
   200     11         8       84.44           2
   200     11         9       84.44           2
   200     11        10       84.44           2
   200     11        11       84.44           2
   200     11        12       84.44           2
   200     11        13       74.36           2
   200     11        14       39.19           2
   200     11        15       84.44           2
   200     12         1       73.48           2
   200     12         2       73.48           2
   200     12         3       73.48           2
   200     12         4       63.41           2
   200     12         5       73.48           2
   200     12         6       63.83           2
   200     12         7       63.41           2
   200     12         8       50.45           2
   200     12         9       73.48           2
   200     12        10       73.48           2
   200     12        11       73.48           2
   200     12        12       73.48           2
   200     12        13       63.41           2
   200     12        14       63.41           2
   200     12        15       73.48           2
   203      1         1        0.00           0
   203      1         2        0.00           0
   203      1         3        0.00           0
   203      1         4        0.00           0
   203      1         5        0.00           0
   203      1         6        0.00           0
   203      1         7        0.00           0
   203      1         8        0.00           0
   203      1         9        0.00           0
   203      1        10        0.00           0
   203      1        11        0.00           0
   203      1        12        0.00           0
   203      1        13        0.00           0
   203      1        14        0.00           0
   203      1        15        0.00           0
   203      2         1        0.00           0
   203      2         2        0.00           0
   203      2         3        0.00           0
   203      2         4        0.00           0
   203      2         5        0.00           0
   203      2         6        0.00           0
   203      2         7        0.00           0
   203      2         8        0.00           0
   203      2         9        0.00           0
   203      2        10        0.00           0
   203      2        11        0.00           0
   203      2        12        0.00           0
   203      2        13        0.00           0
   203      2        14        0.00           0
   203      2        15        0.00           0
   203      3         1        0.00           0
   203      3         2        0.00           0
   203      3         3        0.00           0
   203      3         4        0.00           0
   203      3         5        0.00           0
   203      3         6        0.00           0
   203      3         7        0.00           0
   203      3         8        0.00           0
   203      3         9        0.00           0
   203      3        10        0.00           0
   203      3        11        0.00           0
   203      3        12        0.00           0
   203      3        13        0.00           0
   203      3        14        0.00           0
   203      3        15        0.00           0
   203      4         1        0.00           0
   203      4         2        0.00           0
   203      4         3        0.00           0
   203      4         4        0.00           0
   203      4         5        0.00           0
   203      4         6        0.00           0
   203      4         7        0.00           0
   203      4         8        0.00           0
   203      4         9        0.00           0
   203      4        10        0.00           0
   203      4        11        0.00           0
   203      4        12        0.00           0
   203      4        13        0.00           0
   203      4        14        0.00           0
   203      4        15        0.00           0
   203      5         1        0.00           0
   203      5         2        0.00           0
   203      5         3        0.00           0
   203      5         4        0.00           0
   203      5         5        0.00           0
   203      5         6        0.00           0
   203      5         7        0.00           0
   203      5         8        0.00           0
   203      5         9        0.00           0
   203      5        10        0.00           0
   203      5        11        0.00           0
   203      5        12        0.00           0
   203      5        13        0.00           0
   203      5        14        0.00           0
   203      5        15        0.00           0
   203      6         1        0.00           0
   203      6         2        0.00           0
   203      6         3        0.00           0
   203      6         4        0.00           0
   203      6         5        0.00           0
   203      6         6        0.00           0
   203      6         7        0.00           0
   203      6         8        0.00           0
   203      6         9        0.00           0
   203      6        10        0.00           0
   203      6        11        0.00           0
   203      6        12        0.00           0
   203      6        13        0.00           0
   203      6        14        0.00           0
   203      6        15        0.00           0
   203      7         1        0.00           0
   203      7         2        0.00           0
   203      7         3        0.00           0
   203      7         4        0.00           0
   203      7         5        0.00           0
   203      7         6        0.00           0
   203      7         7        0.00           0
   203      7         8        0.00           0
   203      7         9        0.00           0
   203      7        10        0.00           0
   203      7        11        0.00           0
   203      7        12        0.00           0
   203      7        13        0.00           0
   203      7        14        0.00           0
   203      7        15        0.00           0
   203      8         1        0.00           0
   203      8         2       92.49           2
   203      8         3       92.49           2
   203      8         4       92.49           2
   203      8         5       92.49           2
   203      8         6       92.49           2
   203      8         7       92.49           2
   203      8         8       81.10           2
   203      8         9        0.00           0
   203      8        10       46.24           1
   203      8        11        0.00           0
   203      8        12       92.49           2
   203      8        13       92.49           2
   203      8        14       92.49           2
   203      8        15       92.49           2
   203      9         1      111.18           2
   203      9         2       75.82           2
   203      9         3       75.82           2
   203      9         4       75.82           2
   203      9         5       75.82           2
   203      9         6       75.82           2
   203      9         7       75.82           2
   203      9         8       79.73           2
   203      9         9      111.18           2
   203      9        10       96.59           2
   203      9        11      111.18           2
   203      9        12       75.82           2
   203      9        13       75.82           2
   203      9        14       75.82           2
   203      9        15       75.82           2
   203     10         1      108.40           2
   203     10         2       93.48           2
   203     10         3       93.48           2
   203     10         4       93.48           2
   203     10         5       93.48           2
   203     10         6       93.48           2
   203     10         7       93.48           2
   203     10         8       95.13           2
   203     10         9       96.47           2
   203     10        10      100.10           2
   203     10        11      108.40           2
   203     10        12       93.48           2
   203     10        13       93.48           2
   203     10        14       93.48           2
   203     10        15       93.48           2
   203     11         1      102.35           2
   203     11         2       87.43           2
   203     11         3       87.43           2
   203     11         4       87.43           2
   203     11         5       87.43           2
   203     11         6       87.43           2
   203     11         7       87.43           2
   203     11         8       89.07           2
   203     11         9      105.60           2
   203     11        10       94.04           2
   203     11        11      102.35           2
   203     11        12       87.43           2
   203     11        13       87.43           2
   203     11        14       87.43           2
   203     11        15       87.43           2
   203     12         1       92.13           2
   203     12         2       77.21           2
   203     12         3       77.21           2
   203     12         4       77.21           2
   203     12         5       77.21           2
   203     12         6       77.21           2
   203     12         7       77.21           2
   203     12         8       78.86           2
