 Cycle Period  Scenario      SoldDA
   212      7        12        0.00
   212      7        13        0.00
   212      7        14        0.00
   212      7        15        0.00
   212      8         1       61.95
   212      8         2       61.95
   212      8         3       61.95
   212      8         4       61.95
   212      8         5       60.78
   212      8         6       61.95
   212      8         7       61.95
   212      8         8       59.61
   212      8         9       61.95
   212      8        10       61.95
   212      8        11       61.95
   212      8        12       61.33
   212      8        13       61.87
   212      8        14       61.95
   212      8        15       61.43
   212      9         1       60.32
   212      9         2       60.26
   212      9         3       60.42
   212      9         4       60.28
   212      9         5       60.50
   212      9         6       60.27
   212      9         7       60.32
   212      9         8       60.37
   212      9         9       60.23
   212      9        10       60.25
   212      9        11       60.33
   212      9        12       60.94
   212      9        13       60.36
   212      9        14       60.37
   212      9        15       60.32
   212     10         1       97.99
   212     10         2       97.97
   212     10         3       97.94
   212     10         4       97.97
   212     10         5       97.98
   212     10         6       97.99
   212     10         7       97.99
   212     10         8       97.98
   212     10         9       97.37
   212     10        10       97.97
   212     10        11       97.95
   212     10        12       97.40
   212     10        13       97.00
   212     10        14       97.96
   212     10        15       96.87
   212     11         1       88.24
   212     11         2       88.57
   212     11         3       87.88
   212     11         4       88.34
   212     11         5       88.87
   212     11         6       88.42
   212     11         7       88.01
   212     11         8       88.54
   212     11         9       87.98
   212     11        10       88.54
   212     11        11       88.53
   212     11        12       88.53
   212     11        13       87.89
   212     11        14       88.35
   212     11        15       88.71
   215      1         1        0.00
   215      1         2        0.00
   215      1         3        0.00
   215      1         4        0.00
   215      1         5        0.00
   215      1         6        0.00
   215      1         7        0.00
   215      1         8        0.00
   215      1         9        0.00
   215      1        10        0.00
   215      1        11        0.00
   215      1        12        0.00
   215      1        13        0.00
   215      1        14        0.00
   215      1        15        0.00
   215      2         1        0.00
   215      2         2        0.00
   215      2         3        0.00
   215      2         4        0.00
   215      2         5        0.00
   215      2         6        0.00
   215      2         7        0.00
   215      2         8        0.00
   215      2         9        0.00
   215      2        10        0.00
   215      2        11        0.00
   215      2        12        0.00
   215      2        13        0.00
   215      2        14        0.00
   215      2        15        0.00
   215      3         1        0.00
   215      3         2        0.00
   215      3         3        0.00
   215      3         4        0.00
   215      3         5        0.00
   215      3         6        0.00
   215      3         7        0.00
   215      3         8        0.00
   215      3         9        0.00
   215      3        10        0.00
   215      3        11        0.00
   215      3        12        0.00
   215      3        13        0.00
   215      3        14        0.00
   215      3        15        0.00
   215      4         1        0.00
   215      4         2        0.00
   215      4         3        0.00
   215      4         4        0.00
   215      4         5        0.00
   215      4         6        0.00
   215      4         7        0.00
   215      4         8        0.00
   215      4         9        0.00
   215      4        10        0.00
   215      4        11        0.00
   215      4        12        0.00
   215      4        13        0.00
   215      4        14        0.00
   215      4        15        0.00
   215      5         1        0.00
   215      5         2        0.00
   215      5         3        0.00
   215      5         4        0.00
   215      5         5        0.00
   215      5         6        0.00
   215      5         7        0.00
   215      5         8        0.00
   215      5         9        0.00
   215      5        10        0.00
   215      5        11        0.00
   215      5        12        0.00
   215      5        13        0.00
   215      5        14        0.00
   215      5        15        0.00
   215      6         1        0.00
   215      6         2        0.00
   215      6         3        0.00
   215      6         4        0.00
   215      6         5        0.00
   215      6         6        0.00
   215      6         7        0.00
   215      6         8        0.00
   215      6         9        0.00
   215      6        10        0.00
   215      6        11        0.00
   215      6        12        0.00
   215      6        13        0.00
   215      6        14        0.00
   215      6        15        0.00
   215      7         1        0.00
   215      7         2        0.00
   215      7         3        0.00
   215      7         4        0.00
   215      7         5        0.00
   215      7         6        0.00
   215      7         7        0.00
   215      7         8        0.00
   215      7         9        0.00
   215      7        10        0.00
   215      7        11        0.00
   215      7        12        0.00
   215      7        13        0.00
   215      7        14        0.00
   215      7        15        0.00
   215      8         1       63.85
   215      8         2       63.85
   215      8         3       63.85
   215      8         4       63.85
   215      8         5       63.85
   215      8         6       63.85
   215      8         7       63.85
   215      8         8       63.85
   215      8         9       63.85
   215      8        10       63.85
   215      8        11       63.85
   215      8        12       63.85
   215      8        13       63.85
   215      8        14       63.85
   215      8        15       63.85
   215      9         1       62.66
   215      9         2       62.66
   215      9         3       62.66
   215      9         4       62.66
   215      9         5       62.66
   215      9         6       62.66
   215      9         7       62.66
   215      9         8       62.66
   215      9         9       62.66
   215      9        10       62.66
   215      9        11       62.66
   215      9        12       62.66
   215      9        13       62.66
   215      9        14       62.66
   215      9        15       62.66
   215     10         1      102.35
   215     10         2      102.35
   215     10         3      102.35
   215     10         4      102.35
   215     10         5      102.35
   215     10         6      102.35
   215     10         7      102.35
   215     10         8      102.35
   215     10         9      102.35
   215     10        10      102.35
   215     10        11      102.35
   215     10        12      102.35
   215     10        13      102.35
   215     10        14      102.35
   215     10        15      102.35
   215     11         1       92.60
   215     11         2       92.60
   215     11         3       92.60
   215     11         4       92.60
   215     11         5       92.60
   215     11         6       92.60
   215     11         7       92.60
   215     11         8       92.60
   215     11         9       92.60
   215     11        10       92.60
   215     11        11       92.60
   215     11        12       92.60
   215     11        13       92.60
   215     11        14       92.60
   215     11        15       92.60
   218      1         1        0.00
   218      1         2        0.00
   218      1         3        0.00
   218      1         4        0.00
   218      1         5        0.00
   218      1         6        0.00
   218      1         7        0.00
   218      1         8        0.00
   218      1         9        0.00
   218      1        10        0.00
   218      1        11        0.00
   218      1        12        0.00
   218      1        13        0.00
   218      1        14        0.00
   218      1        15        0.00
   218      2         1        0.00
   218      2         2        0.00
   218      2         3        0.00
   218      2         4        0.00
   218      2         5        0.00
   218      2         6        0.00
   218      2         7        0.00
   218      2         8        0.00
   218      2         9        0.00
   218      2        10        0.00
   218      2        11        0.00
   218      2        12        0.00
   218      2        13        0.00
   218      2        14        0.00
   218      2        15        0.00
   218      3         1        0.00
   218      3         2        0.00
   218      3         3        0.00
   218      3         4        0.00
   218      3         5        0.00
   218      3         6        0.00
   218      3         7        0.00
   218      3         8        0.00
   218      3         9        0.00
   218      3        10        0.00
   218      3        11        0.00
   218      3        12        0.00
   218      3        13        0.00
   218      3        14        0.00
   218      3        15        0.00
   218      4         1        0.00
   218      4         2        0.00
   218      4         3        0.00
   218      4         4        0.00
   218      4         5        0.00
   218      4         6        0.00
   218      4         7        0.00
   218      4         8        0.00
   218      4         9        0.00
   218      4        10        0.00
   218      4        11        0.00
   218      4        12        0.00
   218      4        13        0.00
   218      4        14        0.00
   218      4        15        0.00
   218      5         1        0.00
   218      5         2        0.00
   218      5         3        0.00
   218      5         4        0.00
   218      5         5        0.00
   218      5         6        0.00
   218      5         7        0.00
   218      5         8        0.00
   218      5         9        0.00
   218      5        10        0.00
   218      5        11        0.00
   218      5        12        0.00
   218      5        13        0.00
   218      5        14        0.00
   218      5        15        0.00
   218      6         1        0.00
   218      6         2        0.00
   218      6         3        0.00
   218      6         4        0.00
   218      6         5        0.00
   218      6         6        0.00
   218      6         7        0.00
   218      6         8        0.00
   218      6         9        0.00
   218      6        10        0.00
   218      6        11        0.00
   218      6        12        0.00
   218      6        13        0.00
   218      6        14        0.00
   218      6        15        0.00
   218      7         1       23.21
   218      7         2       36.66
   218      7         3       37.04
   218      7         4       37.60
   218      7         5       36.98
   218      7         6       11.55
   218      7         7       41.18
   218      7         8       35.34
   218      7         9       35.12
   218      7        10       44.90
   218      7        11       35.89
   218      7        12       25.58
   218      7        13       35.12
   218      7        14       37.16
   218      7        15       36.79
   218      8         1       37.92
   218      8         2       39.77
   218      8         3       40.08
   218      8         4       38.75
   218      8         5       39.33
   218      8         6       49.84
   218      8         7       38.87
   218      8         8       39.80
   218      8         9       39.49
   218      8        10       38.23
   218      8        11       40.91
   218      8        12       39.34
   218      8        13       41.46
   218      8        14       57.49
   218      8        15       39.51
   218      9         1       66.96
   218      9         2       59.17
   218      9         3       50.29
   218      9         4       47.68
   218      9         5       53.08
   218      9         6       63.84
   218      9         7       62.44
   218      9         8       55.88
   218      9         9       48.88
   218      9        10       47.74
   218      9        11       59.55
   218      9        12       66.35
   218      9        13       46.41
   218      9        14       53.42
   218      9        15       54.49
   218     10         1       98.68
   218     10         2       92.29
   218     10         3       99.06
   218     10         4       98.66
   218     10         5       97.79
   218     10         6      102.23
   218     10         7       91.92
   218     10         8       90.24
   218     10         9       91.57
   218     10        10       89.34
   218     10        11       85.05
   218     10        12       96.62
   218     10        13       84.31
   218     10        14       92.68
   218     10        15       90.87
   218     11         1       90.85
   218     11         2       89.42
   218     11         3       56.75
   218     11         4       89.37
   218     11         5       88.89
   218     11         6       92.42
   218     11         7       81.98
   218     11         8       89.21
   218     11         9       89.68
   218     11        10       89.87
   218     11        11       90.60
   218     11        12       90.93
   218     11        13       95.03
   218     11        14       84.37
   218     11        15       89.41
   621      1         1        0.00
   621      1         2        0.00
   621      1         3        0.00
   621      1         4        0.00
   621      1         5        0.00
   621      1         6        0.00
   621      1         7        0.00
   621      1         8        0.00
   621      1         9        0.00
   621      1        10        0.00
   621      1        11        0.00
   621      1        12        0.00
   621      1        13        0.00
   621      1        14        0.00
   621      1        15        0.00
   621      2         1        0.00
   621      2         2        0.00
   621      2         3        0.00
   621      2         4        0.00
   621      2         5        0.00
   621      2         6        0.00
   621      2         7        0.00
   621      2         8        0.00
   621      2         9        0.00
   621      2        10        0.00
   621      2        11        0.00
   621      2        12        0.00
   621      2        13        0.00
   621      2        14        0.00
   621      2        15        0.00
   621      3         1        0.00
   621      3         2        0.00
   621      3         3        0.00
   621      3         4        0.00
   621      3         5        0.00
   621      3         6        0.00
   621      3         7        0.00
   621      3         8        0.00
   621      3         9        0.00
   621      3        10        0.00
   621      3        11        0.00
   621      3        12        0.00
   621      3        13        0.00
   621      3        14        0.00
   621      3        15        0.00
   621      4         1        0.00
   621      4         2        0.00
   621      4         3        0.00
   621      4         4        0.00
   621      4         5        0.00
   621      4         6        0.00
   621      4         7        0.00
   621      4         8        0.00
   621      4         9        0.00
   621      4        10        0.00
   621      4        11        0.00
   621      4        12        0.00
   621      4        13        0.00
   621      4        14        0.00
   621      4        15        0.00
   621      5         1        0.00
   621      5         2        0.00
   621      5         3        0.00
   621      5         4        0.00
   621      5         5        0.00
   621      5         6        0.00
   621      5         7        0.00
   621      5         8        0.00
   621      5         9        0.00
   621      5        10        0.00
   621      5        11        0.00
   621      5        12        0.00
   621      5        13        0.00
   621      5        14        0.00
   621      5        15        0.00
   621      6         1        0.00
   621      6         2        0.00
   621      6         3        0.00
   621      6         4        0.00
   621      6         5        0.00
   621      6         6        0.00
   621      6         7        0.00
   621      6         8        0.00
   621      6         9        0.00
   621      6        10        0.00
   621      6        11        0.00
   621      6        12        0.00
   621      6        13        0.00
   621      6        14        0.00
   621      6        15        0.00
   621      7         1        0.00
   621      7         2        0.00
   621      7         3        0.00
   621      7         4        0.00
   621      7         5        0.00
   621      7         6        0.00
   621      7         7        0.00
   621      7         8        0.00
   621      7         9        0.00
   621      7        10        0.00
   621      7        11        0.00
   621      7        12        0.00
   621      7        13        0.00
   621      7        14        0.00
   621      7        15        0.00
   621      8         1        0.00
   621      8         2        0.00
   621      8         3        0.00
   621      8         4        0.00
   621      8         5        0.00
   621      8         6        0.00
   621      8         7        0.00
   621      8         8        0.00
   621      8         9        0.00
   621      8        10        0.00
   621      8        11        0.00
   621      8        12        0.00
   621      8        13        0.00
   621      8        14        0.00
   621      8        15        0.00
   621      9         1       49.75
   621      9         2       71.27
   621      9         3       71.51
   621      9         4       37.37
   621      9         5       66.00
   621      9         6       66.09
   621      9         7       62.43
   621      9         8       69.88
   621      9         9       56.29
   621      9        10       64.21
   621      9        11       52.00
   621      9        12       68.41
   621      9        13       37.21
   621      9        14       51.24
   621      9        15       70.15
   621     10         1      117.95
   621     10         2      117.27
   621     10         3      117.22
   621     10         4      119.93
   621     10         5      118.40
   621     10         6      117.28
   621     10         7      118.47
   621     10         8      116.71
   621     10         9      117.62
   621     10        10      117.61
   621     10        11      117.88
   621     10        12      117.34
   621     10        13      117.48
   621     10        14      117.82
   621     10        15      117.51
   621     11         1      105.69
   621     11         2       63.00
   621     11         3       66.10
   621     11         4       93.49
   621     11         5       61.66
   621     11         6       51.26
   621     11         7       67.24
   621     11         8       91.17
   621     11         9       95.61
   621     11        10       72.25
   621     11        11       61.97
   621     11        12      106.30
   621     11        13       85.73
   621     11        14      110.52
   621     11        15      104.64
   624      1         1        0.00
   624      1         2        0.00
   624      1         3        0.00
   624      1         4        0.00
   624      1         5        0.00
   624      1         6        0.00
   624      1         7        0.00
   624      1         8        0.00
   624      1         9        0.00
   624      1        10        0.00
   624      1        11        0.00
   624      1        12        0.00
   624      1        13        0.00
   624      1        14        0.00
   624      1        15        0.00
   624      2         1        0.00
   624      2         2        0.00
   624      2         3        0.00
   624      2         4        0.00
   624      2         5        0.00
   624      2         6        0.00
   624      2         7        0.00
   624      2         8        0.00
   624      2         9        0.00
   624      2        10        0.00
   624      2        11        0.00
   624      2        12        0.00
   624      2        13        0.00
   624      2        14        0.00
   624      2        15        0.00
   624      3         1        0.00
   624      3         2        0.00
   624      3         3        0.00
   624      3         4        0.00
   624      3         5        0.00
   624      3         6        0.00
   624      3         7        0.00
   624      3         8        0.00
   624      3         9        0.00
   624      3        10        0.00
   624      3        11        0.00
   624      3        12        0.00
   624      3        13        0.00
   624      3        14        0.00
   624      3        15        0.00
   624      4         1        0.00
   624      4         2        0.00
   624      4         3        0.00
   624      4         4        0.00
   624      4         5        0.00
   624      4         6        0.00
   624      4         7        0.00
   624      4         8        0.00
   624      4         9        0.00
   624      4        10        0.00
   624      4        11        0.00
   624      4        12        0.00
   624      4        13        0.00
   624      4        14        0.00
   624      4        15        0.00
   624      5         1        0.00
   624      5         2        0.00
   624      5         3        0.00
   624      5         4        0.00
   624      5         5        0.00
   624      5         6        0.00
   624      5         7        0.00
   624      5         8        0.00
   624      5         9        0.00
   624      5        10        0.00
   624      5        11        0.00
   624      5        12        0.00
   624      5        13        0.00
   624      5        14        0.00
   624      5        15        0.00
   624      6         1        0.00
   624      6         2        0.00
   624      6         3        0.00
   624      6         4        0.00
   624      6         5        0.00
   624      6         6        0.00
   624      6         7        0.00
   624      6         8        0.00
   624      6         9        0.00
   624      6        10        0.00
   624      6        11        0.00
   624      6        12        0.00
   624      6        13        0.00
   624      6        14        0.00
   624      6        15        0.00
   624      7         1        0.00
   624      7         2        0.00
   624      7         3        0.00
   624      7         4        0.00
   624      7         5        0.00
   624      7         6        0.00
   624      7         7        0.00
   624      7         8        0.00
   624      7         9        0.00
   624      7        10        0.00
   624      7        11        0.00
   624      7        12        0.00
   624      7        13        0.00
   624      7        14        0.00
   624      7        15        0.00
   624      8         1       59.06
   624      8         2       59.06
   624      8         3       59.06
   624      8         4       59.06
   624      8         5       59.06
   624      8         6       59.06
   624      8         7       59.06
   624      8         8       59.06
   624      8         9       59.06
   624      8        10       59.06
   624      8        11       59.06
   624      8        12       59.06
   624      8        13       59.06
   624      8        14       59.06
   624      8        15       59.06
   624      9         1       41.72
   624      9         2       42.67
   624      9         3       45.13
   624      9         4       45.12
   624      9         5       43.53
   624      9         6       42.03
   624      9         7       43.84
   624      9         8       44.70
   624      9         9       44.76
   624      9        10       41.75
   624      9        11       42.41
   624      9        12       41.79
   624      9        13       42.17
   624      9        14       42.70
   624      9        15       41.97
   624     10         1       93.13
   624     10         2       92.93
   624     10         3       92.73
   624     10         4       92.75
   624     10         5       93.11
   624     10         6       92.76
   624     10         7       92.76
   624     10         8       92.74
   624     10         9       92.83
   624     10        10       92.77
   624     10        11       92.84
   624     10        12       92.73
   624     10        13       92.73
   624     10        14       92.74
   624     10        15       92.75
   624     11         1       82.94
   624     11         2       82.90
   624     11         3       82.88
   624     11         4       82.87
   624     11         5       82.98
   624     11         6       82.72
   624     11         7       82.77
   624     11         8       82.99
   624     11         9       82.88
   624     11        10       83.01
   624     11        11       82.94
   624     11        12       83.01
   624     11        13       82.86
   624     11        14       82.88
   624     11        15       82.88
   627      1         1        0.00
   627      1         2        0.00
   627      1         3        0.00
   627      1         4        0.00
   627      1         5        0.00
   627      1         6        0.00
   627      1         7        0.00
   627      1         8        0.00
   627      1         9        0.00
   627      1        10        0.00
   627      1        11        0.00
   627      1        12        0.00
   627      1        13        0.00
   627      1        14        0.00
   627      1        15        0.00
   627      2         1        0.00
   627      2         2        0.00
   627      2         3        0.00
   627      2         4        0.00
   627      2         5        0.00
   627      2         6        0.00
   627      2         7        0.00
   627      2         8        0.00
   627      2         9        0.00
   627      2        10        0.00
   627      2        11        0.00
   627      2        12        0.00
   627      2        13        0.00
   627      2        14        0.00
   627      2        15        0.00
   627      3         1        0.00
   627      3         2        0.00
   627      3         3        0.00
   627      3         4        0.00
   627      3         5        0.00
   627      3         6        0.00
   627      3         7        0.00
   627      3         8        0.00
   627      3         9        0.00
   627      3        10        0.00
   627      3        11        0.00
   627      3        12        0.00
   627      3        13        0.00
   627      3        14        0.00
   627      3        15        0.00
   627      4         1        0.00
   627      4         2        0.00
   627      4         3        0.00
   627      4         4        0.00
   627      4         5        0.00
   627      4         6        0.00
   627      4         7        0.00
   627      4         8        0.00
   627      4         9        0.00
   627      4        10        0.00
   627      4        11        0.00
   627      4        12        0.00
   627      4        13        0.00
   627      4        14        0.00
   627      4        15        0.00
   627      5         1        0.00
   627      5         2        0.00
   627      5         3        0.00
   627      5         4        0.00
   627      5         5        0.00
   627      5         6        0.00
   627      5         7        0.00
   627      5         8        0.00
   627      5         9        0.00
   627      5        10        0.00
   627      5        11        0.00
   627      5        12        0.00
   627      5        13        0.00
   627      5        14        0.00
   627      5        15        0.00
   627      6         1        0.00
   627      6         2        0.00
   627      6         3        0.00
   627      6         4        0.00
   627      6         5        0.00
   627      6         6        0.00
   627      6         7        0.00
   627      6         8        0.00
   627      6         9        0.00
   627      6        10        0.00
   627      6        11        0.00
   627      6        12        0.00
   627      6        13        0.00
   627      6        14        0.00
   627      6        15        0.00
   627      7         1        0.00
   627      7         2        0.00
   627      7         3        0.00
   627      7         4        0.00
   627      7         5        0.00
   627      7         6        0.00
   627      7         7        0.00
   627      7         8        0.00
   627      7         9        0.00
   627      7        10        0.00
   627      7        11        0.00
   627      7        12        0.00
   627      7        13        0.00
   627      7        14        0.00
   627      7        15        0.00
   627      8         1        0.00
   627      8         2        0.00
   627      8         3        0.00
   627      8         4        0.00
   627      8         5        0.00
   627      8         6        0.00
   627      8         7        0.00
   627      8         8        0.00
   627      8         9        0.00
   627      8        10        0.00
   627      8        11        0.00
   627      8        12        0.00
   627      8        13        0.00
   627      8        14        0.00
   627      8        15        0.00
   627      9         1       63.77
   627      9         2       63.77
   627      9         3       63.77
   627      9         4       63.77
   627      9         5       63.77
   627      9         6       63.77
   627      9         7       63.77
   627      9         8       63.77
   627      9         9       63.77
   627      9        10       63.77
   627      9        11       63.77
   627      9        12       63.77
   627      9        13       63.77
   627      9        14       63.77
   627      9        15       63.77
   627     10         1       63.33
   627     10         2       63.33
   627     10         3       63.33
   627     10         4       63.33
   627     10         5       63.33
   627     10         6       63.33
   627     10         7       63.33
   627     10         8       63.33
   627     10         9       63.33
   627     10        10       63.33
   627     10        11       63.33
   627     10        12       63.33
   627     10        13       63.33
   627     10        14       63.33
   627     10        15       63.33
   627     11         1       86.28
   627     11         2       86.28
   627     11         3       86.28
   627     11         4       86.28
   627     11         5       86.28
   627     11         6       86.28
   627     11         7       86.28
   627     11         8       86.28
   627     11         9       86.28
   627     11        10       86.28
   627     11        11       86.28
   627     11        12       86.28
   627     11        13       86.28
   627     11        14       86.28
   627     11        15       86.28
   630      1         1        0.00
   630      1         2        0.00
   630      1         3        0.00
   630      1         4        0.00
   630      1         5        0.00
   630      1         6        0.00
   630      1         7        0.00
   630      1         8        0.00
   630      1         9        0.00
   630      1        10        0.00
   630      1        11        0.00
   630      1        12        0.00
   630      1        13        0.00
   630      1        14        0.00
   630      1        15        0.00
   630      2         1        0.00
   630      2         2        0.00
   630      2         3        0.00
   630      2         4        0.00
   630      2         5        0.00
   630      2         6        0.00
   630      2         7        0.00
   630      2         8        0.00
   630      2         9        0.00
   630      2        10        0.00
   630      2        11        0.00
   630      2        12        0.00
   630      2        13        0.00
   630      2        14        0.00
   630      2        15        0.00
   630      3         1        0.00
   630      3         2        0.00
   630      3         3        0.00
   630      3         4        0.00
   630      3         5        0.00
   630      3         6        0.00
   630      3         7        0.00
   630      3         8        0.00
   630      3         9        0.00
   630      3        10        0.00
   630      3        11        0.00
   630      3        12        0.00
   630      3        13        0.00
   630      3        14        0.00
   630      3        15        0.00
   630      4         1        0.00
   630      4         2        0.00
   630      4         3        0.00
   630      4         4        0.00
   630      4         5        0.00
   630      4         6        0.00
   630      4         7        0.00
   630      4         8        0.00
   630      4         9        0.00
   630      4        10        0.00
   630      4        11        0.00
   630      4        12        0.00
   630      4        13        0.00
   630      4        14        0.00
   630      4        15        0.00
   630      5         1        0.00
   630      5         2        0.00
   630      5         3        0.00
   630      5         4        0.00
   630      5         5        0.00
   630      5         6        0.00
   630      5         7        0.00
   630      5         8        0.00
   630      5         9        0.00
   630      5        10        0.00
   630      5        11        0.00
   630      5        12        0.00
   630      5        13        0.00
   630      5        14        0.00
   630      5        15        0.00
   630      6         1        0.00
   630      6         2        0.00
   630      6         3        0.00
   630      6         4        0.00
   630      6         5        0.00
   630      6         6        0.00
   630      6         7        0.00
   630      6         8        0.00
   630      6         9        0.00
   630      6        10        0.00
   630      6        11        0.00
   630      6        12        0.00
   630      6        13        0.00
   630      6        14        0.00
   630      6        15        0.00
   630      7         1        0.00
   630      7         2        0.00
   630      7         3        0.00
   630      7         4        0.00
   630      7         5        0.00
   630      7         6        0.00
   630      7         7        0.00
   630      7         8        0.00
   630      7         9        0.00
   630      7        10        0.00
   630      7        11        0.00
   630      7        12        0.00
   630      7        13        0.00
   630      7        14        0.00
   630      7        15        0.00
   630      8         1       47.74
   630      8         2       47.74
   630      8         3       47.74
   630      8         4       47.74
   630      8         5       47.74
   630      8         6       47.74
   630      8         7       47.74
   630      8         8       47.74
   630      8         9       47.74
   630      8        10       47.74
   630      8        11       47.74
   630      8        12       47.74
   630      8        13       47.74
   630      8        14       47.74
   630      8        15       47.74
   630      9         1       47.52
   630      9         2       47.52
   630      9         3       47.52
   630      9         4       47.52
   630      9         5       47.52
   630      9         6       47.52
   630      9         7       47.52
   630      9         8       47.52
   630      9         9       47.52
   630      9        10       47.52
   630      9        11       47.52
   630      9        12       47.52
   630      9        13       47.52
   630      9        14       47.52
   630      9        15       47.52
   630     10         1       46.15
   630     10         2       46.15
   630     10         3       46.15
   630     10         4       46.15
   630     10         5       46.15
   630     10         6       46.15
   630     10         7       46.15
   630     10         8       46.15
   630     10         9       46.15
   630     10        10       46.15
   630     10        11       46.15
   630     10        12       46.15
   630     10        13       46.15
   630     10        14       46.15
   630     10        15       46.15
   630     11         1       43.11
   630     11         2       43.11
   630     11         3       43.11
   630     11         4       43.11
   630     11         5       43.11
   630     11         6       43.11
   630     11         7       43.11
   630     11         8       43.11
   630     11         9       43.11
   630     11        10       43.11
   630     11        11       43.11
   630     11        12       43.11
   630     11        13       43.11
   630     11        14       43.11
   630     11        15       43.11
   633      1         1        0.00
   633      1         2        0.00
   633      1         3        0.00
   633      1         4        0.00
   633      1         5        0.00
   633      1         6        0.00
   633      1         7        0.00
   633      1         8        0.00
   633      1         9        0.00
   633      1        10        0.00
   633      1        11        0.00
   633      1        12        0.00
   633      1        13        0.00
   633      1        14        0.00
   633      1        15        0.00
   633      2         1        0.00
   633      2         2        0.00
   633      2         3        0.00
   633      2         4        0.00
   633      2         5        0.00
   633      2         6        0.00
   633      2         7        0.00
   633      2         8        0.00
   633      2         9        0.00
   633      2        10        0.00
   633      2        11        0.00
   633      2        12        0.00
   633      2        13        0.00
   633      2        14        0.00
   633      2        15        0.00
   633      3         1        0.00
   633      3         2        0.00
   633      3         3        0.00
   633      3         4        0.00
   633      3         5        0.00
   633      3         6        0.00
   633      3         7        0.00
   633      3         8        0.00
   633      3         9        0.00
   633      3        10        0.00
   633      3        11        0.00
   633      3        12        0.00
   633      3        13        0.00
   633      3        14        0.00
   633      3        15        0.00
   633      4         1        0.00
   633      4         2        0.00
   633      4         3        0.00
   633      4         4        0.00
   633      4         5        0.00
   633      4         6        0.00
   633      4         7        0.00
   633      4         8        0.00
   633      4         9        0.00
   633      4        10        0.00
   633      4        11        0.00
   633      4        12        0.00
   633      4        13        0.00
   633      4        14        0.00
   633      4        15        0.00
   633      5         1        0.00
   633      5         2        0.00
   633      5         3        0.00
   633      5         4        0.00
   633      5         5        0.00
   633      5         6        0.00
   633      5         7        0.00
   633      5         8        0.00
   633      5         9        0.00
   633      5        10        0.00
   633      5        11        0.00
   633      5        12        0.00
   633      5        13        0.00
   633      5        14        0.00
   633      5        15        0.00
   633      6         1        0.00
   633      6         2        0.00
   633      6         3        0.00
   633      6         4        0.00
   633      6         5        0.00
   633      6         6        0.00
   633      6         7        0.00
   633      6         8        0.00
   633      6         9        0.00
   633      6        10        0.00
   633      6        11        0.00
   633      6        12        0.00
   633      6        13        0.00
   633      6        14        0.00
   633      6        15        0.00
   633      7         1        0.00
   633      7         2        0.00
   633      7         3        0.00
   633      7         4        0.00
   633      7         5        0.00
   633      7         6        0.00
   633      7         7        0.00
   633      7         8        0.00
   633      7         9        0.00
   633      7        10        0.00
   633      7        11        0.00
   633      7        12        0.00
   633      7        13        0.00
   633      7        14        0.00
   633      7        15        0.00
   633      8         1        0.00
   633      8         2        0.00
   633      8         3        0.00
   633      8         4        0.00
   633      8         5        0.00
   633      8         6        0.00
   633      8         7        0.00
   633      8         8        0.00
   633      8         9        0.00
   633      8        10        0.00
   633      8        11        0.00
   633      8        12        0.00
   633      8        13        0.00
   633      8        14        0.00
   633      8        15        0.00
   633      9         1        0.00
   633      9         2        0.00
   633      9         3        0.00
   633      9         4        0.00
   633      9         5        0.00
   633      9         6        0.00
   633      9         7        0.00
   633      9         8        0.00
   633      9         9        0.00
   633      9        10        0.00
   633      9        11        0.00
   633      9        12        0.00
   633      9        13        0.00
   633      9        14        0.00
   633      9        15        0.00
   633     10         1        0.00
   633     10         2        0.00
   633     10         3        0.00
   633     10         4        0.00
   633     10         5        0.00
   633     10         6        0.00
   633     10         7        0.00
   633     10         8        0.00
   633     10         9        0.00
   633     10        10        0.00
   633     10        11        0.00
   633     10        12        0.00
   633     10        13        0.00
   633     10        14        0.00
   633     10        15        0.00
   633     11         1        0.00
   633     11         2        0.00
   633     11         3        0.00
   633     11         4        0.00
   633     11         5        0.00
   633     11         6        0.00
   633     11         7        0.00
   633     11         8        0.00
   633     11         9        0.00
   633     11        10        0.00
   633     11        11        0.00
   633     11        12        0.00
   633     11        13        0.00
   633     11        14        0.00
   633     11        15        0.00
   636      1         1        0.00
   636      1         2        0.00
   636      1         3        0.00
   636      1         4        0.00
   636      1         5        0.00
   636      1         6        0.00
   636      1         7        0.00
   636      1         8        0.00
   636      1         9        0.00
   636      1        10        0.00
   636      1        11        0.00
   636      1        12        0.00
   636      1        13        0.00
   636      1        14        0.00
   636      1        15        0.00
   636      2         1        0.00
   636      2         2        0.00
   636      2         3        0.00
   636      2         4        0.00
   636      2         5        0.00
   636      2         6        0.00
   636      2         7        0.00
   636      2         8        0.00
   636      2         9        0.00
   636      2        10        0.00
   636      2        11        0.00
   636      2        12        0.00
   636      2        13        0.00
   636      2        14        0.00
   636      2        15        0.00
   636      3         1        0.00
